1,2,3,4
0.040587469935417175,0.05594225227832794,-0.24595182774646673,-0.2459695421421202
0.15425974130630493,0.037516847252845764,0.02088044583797455,-0.19896765883782308
0.011854499578475952,-0.08127859234809875,-0.3350154430663679,-0.33526793122290166
0.27448537945747375,0.32367458939552307,0.3293618857860565,-0.27487614750819206
0.23546123504638672,-0.2375732958316803,-0.3820173740383675,-0.3817690217983909
0.4102414846420288,-0.28823470138013363,-0.3032023480627686,-0.30682456493366156
0.020089685916900635,0.04566311836242676,0.44596928358078003,-0.20999725930028035
0.06921081244945526,0.01567886769771576,-0.22630833061406383,-0.22630830623436893
0.17459076642990112,0.31299102306365967,-0.14012452960014343,-0.3469578027725189
0.0711355209350586,0.2915213108062744,-0.24316725600510836,-0.2540330462602469
0.1196647584438324,0.33905646204948425,-0.14807729423046112,-0.34406444430351113
0.0728757381439209,0.08525773882865906,-0.2560974975058343,-0.2561286687621496
0.28171271085739136,0.08896210789680481,-0.2782873045798624,-0.2783617915574723
0.3099656105041504,-0.10313160717487335,-0.10559143126010895,-0.2924984348777997
0.07373979687690735,0.19075068831443787,-0.2706230957992375,-0.2772420644760132
0.07376512885093689,0.35955315828323364,-0.2371443621814251,-0.29664623689582964
-0.05837567150592804,-0.22815314471154124,-0.22818741058398473,-0.22818722979582162
0.08236861228942871,0.09090861678123474,-0.31119918822782,-0.3111991882324219
0.24657490849494934,-0.11688672006130219,-0.011976897716522217,-0.3301335052601644
0.17323267459869385,0.017856329679489136,-0.2763551628347116,-0.2761770515353419
